ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
BỘ LỤA TRUNG NIÊN ÁO CHẤT CÁT LỤA HÀN CHÂU QUẦN CHẤT LỤA MANGO,208000,350000,4.898305084745763,59,https://vn-live-01.slatic.net/p/4e5c3797f08f8a435b8a570c8c18f6c5.jpg,YOYOSHOP25,Suits,https://www.lazada.vn/products/pdp-i2827392856.html
"Bộ Quần Áo Nam Bigsize Hot Trend, Set Đồ Bộ Thời Trang Phối Đồ Cực Chất, Siêu Thoải Mái, Giá Tốt, Phong Cách Trẻ Trung",133650,250000,5.0,29,https://sg-test-11.slatic.net/p/dec6a3fb73dbc646551df7dc1bd18896.jpg,Áo Thun Nam - Đồ Bộ CYOS,Suits,https://www.lazada.vn/products/pdp-i2997583901.html
"MAIYING | Slim Fit Men's Business Suit for College Students, Interviews, Groomsman and Brothers",418000,,4.490196078431373,63,https://filebroker-cdn.lazada.vn/kf/S821b8820574e47d0ba4071a44c597d82H.jpg,Maiying,Suits,https://www.lazada.vn/products/pdp-i3219891496.html
"Bộ quần áo công sở [ CAO CẤP ] Combo quần âu nam quần đen, áo sơ mi trắng dài tay dáng ôm body, áo, áo sơ mi nam, áo sơ mi, quần áo nam, áo sơ mi cổ bẻ",219000,295000,5.0,12,https://vn-live-01.slatic.net/p/83b93cbc2558b4d413a01cbf7e1fb712.png,AZSh0p,Suits,https://www.lazada.vn/products/pdp-i1552507904.html
Bộ Đồ Thể Thao Mùa Hè Ice Silk Rộng Rãi Cỡ Lớn Thường Ngày Dành Cho Nam Trẻ Tuổi Bộ Quần Áo Hai Mảnh Tay Ngắn Quần Short Năm Điểm,72000,1240000,4.909090909090909,15,https://filebroker-cdn.lazada.vn/kf/S9126f7323943429890387587877422a5G.jpg,TB FASHION STORE,Suits,https://www.lazada.vn/products/pdp-i2998493521.html
Men's Sportswear Set Thin Casual Long Sleeve Sweatshirt Pants Two-Piece Set Autumn Collection Comfortable Streetwear,127800,155000,5.0,7,https://filebroker-cdn.lazada.vn/kf/Sfecf494c327448aba3f8730154efb1e0F.jpg,TB FASHION STORE,Suits,https://www.lazada.vn/products/pdp-i2467068015.html
"Bộ Đồ Thể Thao Nam Hai Mảnh 2025, Áo Khoác Có Mũ Dây Kéo Thời Trang, Bộ Đồ Chạy Bộ Thường Ngày Cho Mùa Thu Đông",235900,439000,4.428571428571429,7,https://filebroker-cdn.lazada.vn/kf/S9cc7ed9fb00449f9b91c370ea92e47b8v.jpg,GlobalTechMart,Suits,https://www.lazada.vn/products/pdp-i3198967237.html
NALING | New Chinese Style Formal Suit for Men Large Size Wedding Attire,191000,,,,https://filebroker-cdn.lazada.vn/kf/Sa018fbbd9500488b9e8dd27fed7c2424k.jpg,NALING selected,Suits,https://www.lazada.vn/products/pdp-i3231289732.html
"Bộ Đồ Nữ Hai Mảnh Màu Vàng Sọc, Áo Blazer Dài Tay Và Quần Ống Rộng, Chất Liệu Polyester Pha, Lý Tưởng Để Mặc Hàng Ngày",310100,576000,,,https://filebroker-cdn.lazada.vn/kf/S1122a7b7398e46b680d7c086662ece7bQ.jpg,GlobalLifestyle,Suits,https://www.lazada.vn/products/pdp-i3260661001.html
【BlissBoutique】 Kung Fu Suits Men's Tang Suit Traditional Chinese Clothing For Men Pants Sets Mens S Oriental Tai Chi Bruce Lee Clothes,442978,665250,5.0,1,https://laz-img-sg.alicdn.com/p/3a8daa51c144a46c73e89aa67488cb96.jpg,BlissBoutique,Suits,https://www.lazada.vn/products/pdp-i3266471912.html
Hanlu Korean style fashionable suit Men's mature suit set handsome casual suit thin suit jacket,584000,1276000,5.0,62,https://sg-test-11.slatic.net/p/13025c00e2d8d803a82565980859c609.jpg,Hanlu Style,Suits,https://www.lazada.vn/products/pdp-i2515320625.html
Men's Business Suit with Embroidered Logo,747000,1896000,,,https://filebroker-cdn.lazada.vn/kf/S96613ca4dc424134aae227c2c8eb6d014.png,Z-Chic Apparel,Suits,https://www.lazada.vn/products/pdp-i3234750239.html
Extremely Luxurious Black One-Button Tuxedo Men's Suit with Lapels Dka0058 - Duki Store,749000,,,,https://vn-live-01.slatic.net/p/4851ee4b928623f9882541cd5215bdab.jpg,DUKI STORE,Suits,https://www.lazada.vn/products/pdp-i3066038954.html
3 Pieces Black Elegant Suits+Pants Brand Slim Fit Single Button Party Formal Business Dress Suit Terno Wedding Suits for Men,560709,974000,,,https://sg-live-02.slatic.net/p/2a081178e6d427294f6cdb4044f047d0.jpg,GZi,Suits,https://www.lazada.vn/products/pdp-i2261240014.html
"Bộ Quần Áo Nam Bigsize Hot Trend, Set Đồ Bộ Thời Trang Phối Đồ Cực Chất, Siêu Thoải Mái, Giá Tốt, Phong Cách Trẻ Trung",145000,250000,,,https://sg-test-11.slatic.net/p/dec6a3fb73dbc646551df7dc1bd18896.jpg,Tỷ Muội Bigsize,Suits,https://www.lazada.vn/products/pdp-i2997638718.html
INCERUN Two-piece Suits For Men Suits Long Sleeve Button Up Blazer Straight Plain Pants Korean Style Sets #1013,444778,1028390,,,https://sg-test-11.slatic.net/p/6ad0e7f73ae5c888e2c109cdc7b49072.jpg,INCERUN Official Store,Suits,https://www.lazada.vn/products/pdp-i3215150786.html
GESHIFAN | Traditional Chinese Style Summer New Elderly Short Sleeve Tang Suit Two-Piece Set,606000,,,,https://filebroker-cdn.lazada.vn/kf/Sb1e43d987e3a47d09ecb7ed3ebd9cf97N.jpg,Geshifan,Suits,https://www.lazada.vn/products/pdp-i3193742049.html
Commuter suit set women white acetate drape slim jacket+wide leg pants,501238,880000,2.0,1,https://my-live-02.slatic.net/p/b194de850870b4645b79dd094b340eb2.jpg,Supper Cai,Suits,https://www.lazada.vn/products/pdp-i2325664669.html
ZANZEA Korean Style Women's 2pcs Suits New Fashion Long Sleeve Blazer OL Work Plain Midi Tank Dress Sets #11,244708,489416,4.62,150,https://sg-test-11.slatic.net/p/50bdf3ba68e1211d26716495d777500d.jpg,ZANZEA,Suits,https://www.lazada.vn/products/pdp-i2502193463.html
