ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
68 Colors NEW 8cm Tie for Man 100% Silk Tie Luxury Striped Flower Business Neck Tie Suit Cravat Wedding Party Necktie Men Gift,47424,80000,4.965277777777778,244,https://my-live-02.slatic.net/p/afeb97ffcd9b8bb7f7ac843efe8aa58b.jpg,H TIE,Ties,https://www.lazada.vn/products/pdp-i2321824909.html
Fashion Mens Ties Silk Luxury Neck Tie 8cm Cravate Geometric PLAIDS&CHECKS Tie Business Wedding Party Neck Tie Gifts for Men,47424,90000,4.931818181818182,85,https://sg-test-11.slatic.net/p/9160904076b975cd0a9b318b8950b85f.jpg,H TIE,Ties,https://www.lazada.vn/products/pdp-i2394216353.html
"Thắt Lưng Corset Dây Rút – Thiết Kế Đơn Giản, Tôn Dáng Thanh Lịch – Phù Hợp Mọi Phong Cách",9000,13500,4.9393939393939394,99,https://vn-live-01.slatic.net/p/650143a4fcd5bb7bca5f48a391b91582.jpg,uReajORz.Selection,Ties,https://www.lazada.vn/products/pdp-i2542381509.html
JCAAAP Cà vạt kẻ sọc cổ điển thời trang mới dệt hoa văn Cà Vạt Lụa cho nam,14121,25418,5.0,6,https://sg-test-11.slatic.net/p/3211203a9fe1cbeb8d87f44634cf03af.jpg,JCAAAP Vietnam,Ties,https://www.lazada.vn/products/pdp-i2750685522.html
Traz Multi-Colored Elastic Tie Is Good for Boys and Girls,29999,,,,https://sg-test-11.slatic.net/p/1630de41ab9a8a791703ee9012706ab9.jpg,Traz,Ties,https://www.lazada.vn/products/pdp-i2615309500.html
"Samwa Yx-360 Trn Multimeter, Sanwa Analog Multimeter, Comes with a 9V Battery",59800,100000,4.3359375,128,https://vn-test-11.slatic.net/p/bc053e32800ff75ba3f9b7c470c3188e.jpg,Good Luck VN,Ties,https://www.lazada.vn/products/pdp-i2671225712.html
"Đồng hồ Vintage dành cho nữ, nhỏ nhắn bằng da, kiểu dáng thời trang",8600,12900,4.843444227005871,511,https://vn-live-01.slatic.net/p/2f7dd786354f5d28e3d1850c65522f42.jpg,APbc8I.Selection,Ties,https://www.lazada.vn/products/pdp-i2510419878.html
10Pcs 30cm long Nylon Cable Ties Reverse Buckle Strap Reusable Self Adhesive Tape Fastener Hook Loop Fixed Strap Sticky,22800,35077,4.8,5,https://vn-live-01.slatic.net/p/b62d558904144f6346fe309d59331657.jpg,san yuan,Ties,https://www.lazada.vn/products/pdp-i2811670735.html
"Bàn Chải Vệ Sinh Khe Hở Đa Năng – Lông Cứng Làm Sạch Hiệu Quả, Cọ Nhà Tắm – Cửa – Bếp, Nhỏ Gọn Tiện Lợi",2500,4000,4.959504719374809,9853,https://vn-live-01.slatic.net/p/2962950fdedabcdb0e24f6ca26c16976.jpg,ZXxKdL.Selection,Ties,https://www.lazada.vn/products/pdp-i2497621998.html
"Ties for Boys and Students, Small Version, Caravat for Women and Men, Ready to Tie, Cheap Student Uniforms, 5cm 6cm C03",8216,18000,4.725,80,https://vn-live-01.slatic.net/p/92c609ab2c067340e3869197c61ef63f.jpg,King - Caravat,Ties,https://www.lazada.vn/products/pdp-i2310848577.html
Zebina Men's automatic buckle belt business casual belt,25000,48000,4.752442996742671,333,https://sg-test-11.slatic.net/p/c1f2821abea9caa306d0cc812e43ffe7.jpg,Zebina MALL,Ties,https://www.lazada.vn/products/pdp-i2826481837.html
"Belts for men buckle belt male automatic buckle formal brand luxury Korea, leather cord durable beautiful luster, face rotating applique Stone class gentlemanly, warranty 2 years",37488,81900,4.856338028169014,710,https://vn-live-01.slatic.net/p/8bc67c0765267ff128ce97c15ea9846e.jpg,MiSu House,Ties,https://www.lazada.vn/products/pdp-i1551747822.html
New Formal Ties for Men Classic Silk Woven Paisley Cashew Flowers Party Necktie Fashion Slim 8CM Wedding Business Casual Gravata,69999,89998,4.988095238095238,110,https://ph-live-02.slatic.net/p/c62e2d62da603b8dc28cbef1cfd2ca82.jpg,erye,Ties,https://www.lazada.vn/products/pdp-i1258105026.html
JIFANPAUL | Black College Style Zipper Tie for Men and Women,42000,85000,,,https://filebroker-cdn.lazada.vn/kf/S5fa7b42cdddc4a91a45b9d06dc367c0fl.jpg,JIFANPAUL Global,Ties,https://www.lazada.vn/products/pdp-i3196930796.html
"Cà vạt trẻ em , cà vạt cho bé , cavat học sinh, caravat cho bé trai đi dự tiệc PKBT",29000,,5.0,11,https://vn-live-01.slatic.net/p/41feb07e56edef89c77cead62edae47b.jpg,FAFABOGI,Ties,https://www.lazada.vn/products/pdp-i2212816618.html
【SHANGZE4】 New kim loại tie clip cho nam giới đám cưới Cà Vạt Tie Clasp Clip quý ông quan hệ thanh Tie Pin cho nam giới phụ kiện,33014,59898,5.0,0,https://sg-test-11.slatic.net/p/92ea85feac8927bc6671813decc037bf.jpg,SHANGZE4,Ties,https://www.lazada.vn/products/pdp-i3149743571.html
Novelty Men's Floral 7CM Tie Red Navy Green Cashew Flower Ties Fit Gentleman Business Daily Wear Wedding Party Necktie Cravat Birthday Gift,79999,159998,5.0,5,https://sg-test-11.slatic.net/p/ec5b9146e49d6d6c61a05e27f1406da6.jpg,erye,Ties,https://www.lazada.vn/products/pdp-i2941489903.html
Classic Silk Men Tie Christmas Santa Claus Snowflake Floral Ties Formal Wear Business Suit Jacquard Necktie Wedding Party Gift Daily Accessories,73999,89998,5.0,23,https://ph-live-02.slatic.net/p/15ea0a91b59b90cda9f4d361c1259b93.jpg,erye,Ties,https://www.lazada.vn/products/pdp-i1256859081.html
Men tie skinny 8cm ties for men Wedding dress necktie fashion plaid cravate business gravatas para homens slim shirt accessories,57955,97000,4.0,21,https://my-live-02.slatic.net/p/cd4c7649ebc37b3241dc07a296b04a41.jpg,Cozy Up,Ties,https://www.lazada.vn/products/pdp-i2322533877.html
Cà vạt nam thắt sẵn ngang 8cm trung niên mẫu mới tông đỏ tháng 7-2023 Giangpkc Phụ Kiện Cưới Giang,44100,65000,4.888888888888889,9,https://vn-live-01.slatic.net/p/21e3f048de36f98a86aacfb660d939a0.jpg,Phụ Kiện Cưới Giang,Ties,https://www.lazada.vn/products/pdp-i2350113487.html
