ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
Short Sleeved Polo Shirt Men's 2025 Summer Top with Loose Pockets for Middle-aged and Elderly People Solid Color Dad Outfit,86000,170000,,,https://sg-test-11.slatic.net/p/8899c96a4e9d1d39539df99546d7803f.jpg,Handsome men's clothing mall,polo_shirts,https://www.lazada.vn/products/pdp-i3259342644.html
"Áo thun POLO nam cổ bẻ BASIC chất CVC cá sấu, thiết kế trẻ trung, thanh lịch, chuẩn form",120652,350000,4.867256637168142,113,https://vn-live-01.slatic.net/p/867835fecbc9a93e02d52e7f7d969609.png,POLOMANBASIC,polo_shirts,https://www.lazada.vn/products/pdp-i2598857893.html
Giảm Sốc Hè Áo Polo nam hoa USA nhập khẩu Mỹ - Áo thun polo vải thoáng mát A010,114000,200000,4.621212121212121,66,https://vn-live-01.slatic.net/p/5f87766fcc4995106616d3377a68dd2f.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i2746751585.html
áo thun polo nam 01,81576,145000,5.0,3,https://filebroker-cdn.lazada.vn/kf/S4c9d691d33354be1a763173d05e65eeds.jpg,Quần áo Linh San 06,polo_shirts,https://www.lazada.vn/products/pdp-i2420902103.html
100% Cotton Embroidered Polo Shirt for Men's Short Sleeved Lapel T-shirt,125000,180000,4.514285714285714,47,https://sg-test-11.slatic.net/p/9f6e442e0ba2a687707b8e055c131567.jpg,Handsome men's clothing mall,polo_shirts,https://www.lazada.vn/products/pdp-i2651913355.html
Hanlu Men's Polo shirt Casual and chic Solid short sleeves for men New trendy T-shirt,141000,302000,4.91869918699187,506,https://my-live-02.slatic.net/p/da8b36ffb3973c0e8de3926925e9c06c.jpg,Hanlu Style,polo_shirts,https://www.lazada.vn/products/pdp-i2289143846.html
Xuzi men and women's polo shirt polyester elastic four-way polo football jersey class elegant fashion xuzi.,98010,197000,4.4375,16,https://vn-live-01.slatic.net/p/77f6adf3ef026a0bbacf6c37ecf5fa0b.jpg,XUZI fashion,polo_shirts,https://www.lazada.vn/products/pdp-i2340151277.html
"Laz Johnn Áo polo dài tay mới 2025 dành cho nam và nữ, trang phục công sở và đời thường, chống nắng, chất liệu polyester mềm mại thoải mái",128000,256000,,,https://sg-test-11.slatic.net/p/ba42b2de3f2e4285c9b26c50f8a1a7ca.png,Laz Nigori MALL,polo_shirts,https://www.lazada.vn/products/pdp-i3228885171.html
"[CHỈ 15-17.12 TẶNG QUÀ ĐƠN TỪ 299K]Áo Polo thể thao nam ProMax-S1 thoáng khí, thấm hút, nhanh khô Logo Coolmate",189000,239000,4.941286516045474,6949,https://filebroker-cdn.lazada.vn/kf/Se15b9d916dd4405e85ed3bdea3407907w.jpg,Coolmate,polo_shirts,https://www.lazada.vn/products/pdp-i1441626229.html
Áo thun polo nam vải thun cá sấu có cổ Everest 14 màu,59300,99100,4.9155925155925155,2405,https://vn-live-01.slatic.net/p/3d9933144fb57a282b9c6e72357474bb.png,EVEREST FASHION MALL,polo_shirts,https://www.lazada.vn/products/pdp-i2322436291.html
Siêu Hot Hè 2025 Áo Polo nam cao cấp T.O.MM.Y thể thao sang trọng - Áo thun polo mới nhất năm 2025 P9,59400,250000,3.8181818181818183,11,https://vn-live-01.slatic.net/p/05c21cb1d870ee58e6d92fdaad7356e6.jpg,Biluxury CS2,polo_shirts,https://www.lazada.vn/products/pdp-i3189724921.html
"Áo Polo Nam Thiết Kế Vải Pháp, Cotton Cao Cấp Cực Lịch Lãm Và Sang Trọng Đẳng Cấp 2025 [B21]",94000,299000,4.773220747889023,829,https://vn-live-01.slatic.net/p/1735b8094ba9d322dd930491a2efb31a.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i2678846075.html
"Áo Thun Polo Nam SIXMEN Ngắn Tay Dòng Cao Cấp Vải Cá Sấu Sang Trọng, Lịch Lãm 2025 - TTN1",104000,200000,4.778688524590164,244,https://vn-live-01.slatic.net/p/575108008bfb9616e45c73703f01b5ea.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3087876215.html
Sixmen Men's Polo T-Shirt Short Sleeve High Quality Luxury and Elegant Sesame Crocodile Fabric 2025 - Win1,61000,80000,4.802197802197802,91,https://vn-live-01.slatic.net/p/c25d0f341e630720870c4c2da397140e.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3235990858.html
"áo thun nam polo Hàn Quốc tay ngắn cổ bẻ đẹp mẫu mới hot,chất cotton mềm mịn thấm hút mồ hôi KAYSTORE ONLINE 28/06",29000,110000,4.694501018329939,491,https://sg-live-01.slatic.net/p/18b91560ce3d71991af00649b58d2145.jpg,kaystore online,polo_shirts,https://www.lazada.vn/products/pdp-i1811113893.html
"Áo Thun Polo Nam Ngắn Tay SIXMEN Dòng Cao Cấp Vải Cá Sấu Sang Trọng, Lịch Lãm Quý Ông - TTN12",104000,250000,4.836477987421383,159,https://vn-live-01.slatic.net/p/36e0ae889f37391206d0250210290135.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3120292073.html
Áo thun polo nam vải cá sấu phối sọc viền tay viền cổ Everest 15 màu,59300,99100,4.9389158878504675,13375,https://vn-live-01.slatic.net/p/ecd41878269a9375091f4c82be7babe8.png,EVEREST FASHION MALL,polo_shirts,https://www.lazada.vn/products/pdp-i2322467271.html
Áo thun polo nam in logo trẻ trung và sang trọng,74000,119000,4.831775700934579,749,https://vn-live-01.slatic.net/p/719b894df2335169b2561b185013881a.jpg,Diorgino,polo_shirts,https://www.lazada.vn/products/pdp-i1973827966.html
Áo thun nam cổ trụ thêu logo DEER vải cá sấu cotton cao cấp mềm mịn chuẩn form sang trọng lịch lãm,78210,158000,5.0,10,https://vn-live-01.slatic.net/p/a7b38cfed12cc35003e65b64a2ed005c.png,KENB CLOSET,polo_shirts,https://www.lazada.vn/products/pdp-i3093586339.html
ÁO THUN POLO HÃNG XE BMW CÓ CỔ THỜI TRANG THANH LỊCH CAO CẤP,98010,197000,4.125,8,https://vn-live-01.slatic.net/p/f616b3a520e56abaf8d75467d5279390.jpg,XUZI fashion,polo_shirts,https://www.lazada.vn/products/pdp-i2065463897.html
"Áo polo nam Nhập Khẩu USA Dành cho Quý Ông Vải FeelMax Phom chuẩn, Sang trọng (K04)",120000,200000,4.916666666666667,72,https://vn-live-01.slatic.net/p/7ce4f988ecbb37a2fb5fc5ba62ff1f93.jpg,Huy Trung Store,polo_shirts,https://www.lazada.vn/products/pdp-i2747969382.html
U-Shaped Polo Shirt Uma Polo Shirt Polo Shirt for Men and Women Guangzhou Products Type 1,40000,199000,4.918367346938775,98,https://vn-live-01.slatic.net/p/a44682b59667048de59aa7e5be27d312.jpg,Xưởng may Xubi,polo_shirts,https://www.lazada.vn/products/pdp-i2369276335.html
Áo Polo Cotton Tay ngắn có cổ thời trang mùa hè hàng mới trẻ trung,76630,350000,4.863636363636363,88,https://sg-test-11.slatic.net/p/50171723136b5ae38ceaf502769152e4.jpg,LONGTUYEN.068 Xưởng May Giá Sỉ ,polo_shirts,https://www.lazada.vn/products/pdp-i2902088666.html
Xuzi high quality fashion elegant Toyota mens polo shirt men.,97812,197000,4.823076923076923,130,https://vn-live-01.slatic.net/p/344db1105c5edd2e016ec4958077e37a.jpg,XUZI fashion,polo_shirts,https://www.lazada.vn/products/pdp-i2065691178.html
áo thun nam có cổ in thêu cao cấp đẹp nhiều mẫu mới kiểu dáng thời trang kaystore online 28/06,25000,110000,4.7272727272727275,11,https://vn-live-01.slatic.net/p/a62e07d4c8bf91a1959e9e26ffcc6106.jpg,kaystore online,polo_shirts,https://www.lazada.vn/products/pdp-i1761165448.html
NCE Half zip striped polo shirt men's short sleeved polo shirt summer new trend casual fashion collared top men's Korean version,201288,311630,,,https://sg-test-11.slatic.net/p/cf104eac8d7a23f2496bc83bafc94e10.jpg,NCE Teenager,polo_shirts,https://www.lazada.vn/products/pdp-i3146391942.html
Áo Polo Nam Thể Thao Lacos Thiết Kế Mới Lạ Vải Cá Sấu Cotton Cao Cấp Cực Lịch Lãm 2025 - TTN3,104000,250000,4.771929824561403,57,https://vn-live-01.slatic.net/p/e8cae7a64ae9d9faa706739ddfe92a0a.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3087863412.html
Áo thun Polo nam cao cấp có cổ bẻ 24Cara PRIMEI - vải cá sấu FeelMax thoáng mát (K09),114000,200000,4.809375,320,https://vn-live-01.slatic.net/p/138d300bce858df42c6075cb8d688392.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i2910718880.html
Áo thun nam polo in logo NY vải thun lạnh siêu mát,74000,119000,4.898089171974522,314,https://vn-live-01.slatic.net/p/4e111447f2df215e4becccb0d87697df.jpg,Diorgino,polo_shirts,https://www.lazada.vn/products/pdp-i1973855967.html
"[Hoàn Tiền 15%] Áo polo nam tay dài phong cách trẻ trung, áo thun thu đông dài tay kiểu dáng đơn giản, cotton ấm áp.",98100,130000,4.572649572649572,468,https://vn-live-01.slatic.net/p/0867d5e7a386731b8c7d58b2f8049b57.png,Shop Đẹp Cộng Cộng HN,polo_shirts,https://www.lazada.vn/products/pdp-i1554895624.html
Áo Polo nam trơn Basic cổ bẻ Lacos vải cá sấu FeelMax thoải mái - M01,78210,200000,,,https://vn-live-01.slatic.net/p/fe9494c9919d22c8ba0f32dd474c4ade.jpg,Biluxury CS2,polo_shirts,https://www.lazada.vn/products/pdp-i3189794047.html
"Sixmen Men's Polo Shirt Made of Cvc Cotton, Cool, Masculine, Elegant and Classy for Gentlemen 2025 - Win",65000,130000,,,https://vn-live-01.slatic.net/p/c26b7ad265c48fa0fd26b0f522d668b2.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3273979251.html
"Áo thun POLO nam có cổ ngắn tay in họa tiết đẹp chất thun cotton co dãn 4 chiều mẫu mới trẻ trung, cá tính giá rẻ DV-FASHION",39000,69000,4.636363636363637,11,https://vn-live-01.slatic.net/p/d05335c8a14df40e2f2f52508a403e7e.jpg,DV-Fashion,polo_shirts,https://www.lazada.vn/products/pdp-i2068516104.html
áo thun nam có cổ in thêu logo cao cấp đẹp mẫu mới hàng chuẩn shop giá rẻ cạnh tranh kaystore online,29000,120000,4.8108108108108105,37,https://vn-live-01.slatic.net/p/ca4ea3da4a63da0657e469f585ccc807.jpg,kaystore online,polo_shirts,https://www.lazada.vn/products/pdp-i1270179287.html
Áo thun polo nam vải tổ ông co giãn thoáng mát phối hoạ tiết viền line cổ  thêu tuần lộc ở ngực mẫu mới sang trọng-ATC77SHOP,39000,79000,4.8936170212765955,47,https://vn-live-01.slatic.net/p/34135756f3efa43de0752128ab4974e1.jpg,ATC77 SHOP,polo_shirts,https://www.lazada.vn/products/pdp-i2400901133.html
"Áo POLO nam, Áo thun nam có cổ tay ngắn phối viền tay chất vải cotton co dãn sang trọng, cá tính, trẻ trung mẫu mới giá rẻ",35000,79000,4.684210526315789,38,https://vn-live-01.slatic.net/p/0e048b92423f753f826a3653cbd5926d.jpg,DV-Fashion,polo_shirts,https://www.lazada.vn/products/pdp-i2025694962.html
Áo thun POLOMAN 4 nam nhiều màu cổ bẻ BASIC CVC vải cá sấu co dãn thanh lịch,129000,218000,4.954545454545454,110,https://vn-live-01.slatic.net/p/3bee71a65cbfca0e3b552fa26f2a4682.jpg,Poloman Official1,polo_shirts,https://www.lazada.vn/products/pdp-i2820682424.html
"Áo Polo Cao Cấp Cờ Việt Nam Hào Hùng cổ bẻ BASIC CVC vải cá sấu sang trọng, lịch lãm, thoáng mát - B04",112800,250000,4.779761904761905,168,https://vn-live-01.slatic.net/p/7ac0909199177c5dec851edd70cf6f14.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3057893576.html
Hanlu Men's Polo shirts fashionable lapel T-shirts business casual Polo shirts breathable and comfortable,84000,176000,4.861111111111111,61,https://sg-test-11.slatic.net/p/ffe394072a6408b8fcc5785ed10ac437.jpg,Hanlu Style,polo_shirts,https://www.lazada.vn/products/pdp-i2690700945.html
Áo thun cổ bẻ dài tay nam. Pollo dài tay dáng ôm from slimfit ôm body,135900,250000,4.732231404958678,605,https://vn-live-01.slatic.net/p/29e740a4ea153f9c8fe2edc21231e5ec.png,May Thuận Phát,polo_shirts,https://www.lazada.vn/products/pdp-i1486843130.html
"Áo thun Polo nam trơn Basic chất CVC cá sấu cao cấp, thiết kế trẻ trung, thanh lịch, chuẩn form",120652,350000,4.951219512195122,82,https://vn-live-01.slatic.net/p/9c58f2e334e6a18d487f996b8a82be0c.png,POLOMANBASIC,polo_shirts,https://www.lazada.vn/products/pdp-i2599613254.html
Áo sơ mi Polo nam thể thao P.i.e Vải Cotton cao cấp sang trọng - Thoáng mát mới nhất 2024 P7,114000,250000,4.885714285714286,35,https://vn-live-01.slatic.net/p/379a78cd6ab3ff197eb8e1fc5e8bf4ed.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3109517102.html
Men's polo shirt - Men's long sleeve T-shirt Solid color loose casual T-shirt,81000,130000,5.0,5,https://sg-test-11.slatic.net/p/562086ec5d871e70aedb5ead3f328b79.png,EleganceEra,polo_shirts,https://www.lazada.vn/products/pdp-i3168876092.html
Áo thun cổ bẻ nam form chuẩn hàng đẹp,74000,99000,4.912751677852349,149,https://vn-live-01.slatic.net/p/65522886ecd7081343c7d3066d2e9b84.jpg,Diorgino,polo_shirts,https://www.lazada.vn/products/pdp-i1766025273.html
Hanlu Men's T-shirts Fashion knitted Polo shirts Handsome slim fit knitted T-shirts,144000,308000,4.428571428571429,8,https://sg-test-11.slatic.net/p/3a13057ca1affbb7d9184dff68c55583.png,Hanlu Style,polo_shirts,https://www.lazada.vn/products/pdp-i3068806892.html
Men's Polo Shirt Solid Color Printing Polo Shirt Lapel Zipper Long-sleeved T-shirt Causal Men Tops,152144,270000,4.428571428571429,94,https://my-live-02.slatic.net/p/f19ac386f5960062718f10ad794312f1.jpg,just so so,polo_shirts,https://www.lazada.vn/products/pdp-i1537502699.html
Áo Polo Nam Nữ Áo polo nam ngắn tay bb..r cotton cá sấu  trơn in chữ quanh cổ kiểu dáng basic hottrend Menswear Có Cổ,105000,220000,4.833333333333333,6,https://sg-test-11.slatic.net/p/eb5e494c04177ed30dc0b897b14a973a.jpg,DT_men Store,polo_shirts,https://www.lazada.vn/products/pdp-i2634372084.html
"Áo Polo Nam , Áo thun thể thao cổ bẻ nam , chất thun lạnh Poly,co giản",60710,120000,4.666666666666667,57,https://vn-live-01.slatic.net/p/dadb4aeaa9dbf7a40f06c4d2a973a8da.jpg,T&T08_store,polo_shirts,https://www.lazada.vn/products/pdp-i2667942510.html
"Áo Thun Polo THUYỀN SIXMEN Ngắn Tay Dòng Cao Cấp Vải Cá Sấu Sang Trọng, Lịch Lãm 2025 - TTN10",102300,250000,4.760869565217392,92,https://vn-live-01.slatic.net/p/169ab2a6476a6579eb82f498e828e98d.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3087916282.html
[ 6 MÀU ] ÁO THUN NAM VẢI CÁ SẤU POLY DÀY MƯỢT MÁT ÁO POLO TAY NGẮN CỔ PHỐI MÀU BASIC 01,78000,140000,4.848230912476723,1074,https://vn-live-01.slatic.net/p/8e2ef88db50576b1a2660ef864dd9315.jpg,Win 69,polo_shirts,https://www.lazada.vn/products/pdp-i276994224.html
Áo Thun Polo Nam Basic Hoạ tiết Độc Lạ cổ bẻ vải cá sấu sang trọng thanh lịch chuẩn from - B06,123000,250000,4.6375,160,https://vn-live-01.slatic.net/p/74b4929177515d80c80a8cacd11a95c3.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3057778633.html
"Áo thun, phông nam Polo KENB có cổ tay ngắn chất vải cá sấu dày dặn thoáng khí thời trang cao cấp",78210,200000,4.868217054263566,129,https://vn-live-01.slatic.net/p/16e673a38abc7996908cff0999070ce7.png,KENB CLOSET,polo_shirts,https://www.lazada.vn/products/pdp-i2822815091.html
Áo thun polo nam chất vải cá sấu co giản 4 chiều thời trang GEN ALPHA 8 màu Basic GEN142,67625,199000,4.828571428571428,35,https://sg-test-11.slatic.net/p/020af177f4423d763c2496c3dd21a890.jpg,Gen Alpha,polo_shirts,https://www.lazada.vn/products/pdp-i2891094965.html
Áo POLO P thiết kế vải cotton cao cấp ngắn tay cực sang,95000,299000,4.9113924050632916,79,https://vn-live-01.slatic.net/p/63d612507e9ba544c52e5f53279f8fcc.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i2678977295.html
"Áo polo nữ cổ bẻ phối màu phong cách trẻ trung,chất liệu cotton cá sấu co giãn 4 chiều thoáng mát PTY68STORE",58000,122000,4.96,25,https://vn-live-01.slatic.net/p/8699139cf3fa69a17fb9e94a854b8c59.jpg,PTY68 STORE ,polo_shirts,https://www.lazada.vn/products/pdp-i3162599200.html
"Áo Thun Polo Nam Ngắn Tay PI.E Dòng Cao Cấp Vải Cá Sấu Sang Trọng, Lịch Lãm Quý Ông - TTN7",95000,200000,4.803030303030303,66,https://vn-live-01.slatic.net/p/119478701329bf3ddaff249011522d86.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i3087739867.html
Áo POLO THUYỀN thiết kế vải cotton cá sấu cao cấp ngắn tay cực sang,95000,300000,4.794871794871795,39,https://vn-live-01.slatic.net/p/f757fa6ca7e25e0e2295b25cf73e95c0.jpg,Polomenor,polo_shirts,https://www.lazada.vn/products/pdp-i2678974399.html
Áo thun polo nam phối cầu vai chất vải cá sấu co giản Everest phối màu mới 2024,59300,118000,4.928089887640449,444,https://vn-live-01.slatic.net/p/cbc87e30bb6a7ca192641a2ecb89823b.png,EVEREST FASHION MALL,polo_shirts,https://www.lazada.vn/products/pdp-i2684556079.html
