ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
"[Only December 24-29, Free Tote Bag] Basics Men's Jeans, Slim Fit, Durable, Comfortable Fit, Flattering Coolmate Figure",439000,490000,4.932098765432099,810,https://vn-live-01.slatic.net/p/3c0dc321e76c679016b605d504c2e423.png,Coolmate,Pants,https://www.lazada.vn/products/pdp-i2483798701.html
QUẦN THỂ THAO NAM NỮ ỐNG XUÔNG,70100,165000,4.958549222797927,193,https://filebroker-cdn.lazada.vn/kf/S06cbb4816f4040e6957cd07c424cb96fq.jpg,Style GẤU,Pants,https://www.lazada.vn/products/pdp-i2096887619.html
"[Hcm]Korean Men's Trousers with Tapered Legs, High-End Office Form, 4-Way Stretch Fabric, No Ruffling",40000,,4.726495726495727,234,https://vn-live-01.slatic.net/p/84fdd50deb3768ed1933285971bc4f41.jpg,SHOP PHONG CÁCH MỚI  VONESA,Pants,https://www.lazada.vn/products/pdp-i1421935813.html
"Men's Straight-Leg Poly Elastic Pants, Smooth Sporty Style, with Large Pockets and Big Size",84000,139000,4.946052631578947,759,https://vn-live-01.slatic.net/p/1ff14039d1be205845197d28797cd541.jpg,Gấu.Store,Pants,https://www.lazada.vn/products/pdp-i2339162214.html
[Combo 2 quần] Quần Ống Rộng Chất Đũi Cạp Chun Lưng Cao dài 100-104cm phong cách nhật bản Lên Dáng Siêu Xinh,49678,112000,4.875,40,https://sg-test-11.slatic.net/p/d0751d129fddebb671af80f6397b9406.jpg,Xưởng quần Tây Nữ 3A,Pants,https://www.lazada.vn/products/pdp-i3064129132.html
"Quần legging dài cạp cao chất thun cotton dày dặn co giãn 4 chiều, quần ôm bó nữ",34998,50000,4.826923076923077,208,https://filebroker-cdn.lazada.vn/kf/Sbb8c8cc3b01e472e9cce51849c8bf820S.jpg,Zeny_Fashion,Pants,https://www.lazada.vn/products/pdp-i1973210550.html
"Quần 3 sọc thể dục poly co giãn 4 chiều màu xanh đen quần dài thể thao nam nữ, VỪA CHO HỌC SINH CẤP 1-2-3",71540,120000,5.0,18,https://sg-test-11.slatic.net/p/63356719a13b3bb5feb61464c5596389.jpg,Platinum Menswear,Pants,https://www.lazada.vn/products/pdp-i3191816303.html
Quần mặc cùng áo dài (bán lẻ - LỤA HÀN cao cấp) - (nhiều màu),58200,70000,4.969072164948454,96,https://vn-live-01.slatic.net/p/d0536dcad2a988498af3e23cd7f31f10.jpg,Áo Dài Minh Minh,Pants,https://www.lazada.vn/products/pdp-i3055066434.html
"[in Stock] Women's High-Waisted Wide-Leg Pants with Bow Tie on One Side, Long Straight-Leg Culottes for Office, Multi-Colored, Suitable for School and Work",57750,169000,4.891812865497076,342,https://vn-test-11.slatic.net/p/38497dbfb519a1bdf6cd22c395c3228e.jpg,Thời Trang Eliva,Pants,https://www.lazada.vn/products/pdp-i1997925191.html
Quần ống rộng vải nỉ da cá dày dặn mặc 2 kiểu form rộng suông dành cho nam nữ m046,69300,110000,4.954430379746835,395,https://sg-test-11.slatic.net/p/fa4cfd16293c027173ed8be6c471b5b1.jpg,Thời trang kenchi,Pants,https://www.lazada.vn/products/pdp-i2664470755.html
"Custom silk trousers women clothes custom made white, black, red, bright yellow, apricot yellow, hue, navy blue, mint green, rose pink, strawberry pink, elastic rubber tight anti stretch fabric orange premium section for weight 40kg-70kg",91000,135000,4.9803493449781655,458,https://vn-live-01.slatic.net/p/a83d48059a229528527cbef15de2c0c7.jpg,Thế Giới Áo Dài,Pants,https://www.lazada.vn/products/pdp-i1979769853.html
"Quần kẻ caro nữ thun mỏng, quần ống rộng nữ cạp chun lưng cao dáng suông",49000,90000,4.774336283185841,226,https://vn-live-01.slatic.net/p/4da0cd8fae5605bb33aed9a3c3ee33ff.jpg,Sun's Shop 999,Pants,https://www.lazada.vn/products/pdp-i1602120223.html
Quần dài thun nữ chất vải co giãn 4 chiều 40kg - 70kg,50000,,4.846153846153846,26,https://vn-live-01.slatic.net/p/307d7097b41b1e6ff5892424691a2110.jpg,Gia Linh  2010_ store,Pants,https://www.lazada.vn/products/pdp-i2222921053.html
"Quần ống suông,quần kẻ caro ống đứng năng động cá tính",41580,70000,,,https://sg-test-11.slatic.net/p/db863a950a6d87eed1e25b270c22b600.jpg,yqvX1Tyy,Pants,https://www.lazada.vn/products/pdp-i3150022944.html
Men's Ice Silk Casual Pants Lightweight Quick-Drying Straight-Leg Trousers,59000,104000,4.594059405940594,120,https://sg-test-11.slatic.net/p/45ba93e6dfa7e391b28e5be4595fec10.png,STAR FRUIT MALL,Pants,https://www.lazada.vn/products/pdp-i3169108386.html
Quần Jean Nữ MẪU NGẪU NHIÊN,18327,39000,4.592592592592593,54,https://vn-live-01.slatic.net/p/6dc31003a34058aa83f321859874502b.jpg,Alomuare,Pants,https://www.lazada.vn/products/pdp-i2744267831.html
"Men's Sports Pants, Men's Long Pants, High-Quality Stretchy Poly Fabric, Comfortable, Size up to 90kg",85635,120000,4.936708860759493,79,https://sg-test-11.slatic.net/p/d492146619cb1962f3f1e049b23e27ad.jpg,CHUYÊN SỈ GIÁ RẺ-HCM,Pants,https://www.lazada.vn/products/pdp-i3130562819.html
"Women's Wide-Leg Fleece Trousers with Front Zipper, 1 Button, Elastic Waist, Easy to Wear and Easy to Match D6883",118000,170000,4.888888888888889,45,https://vn-live-01.slatic.net/p/a1940f678d97b6ff24d79fb317dd78cf.jpg,Xưởng May Vũ Thuỷ,Pants,https://www.lazada.vn/products/pdp-i2901683874.html
LIVE GREAT Men's Thin Drapey Wide Leg Straight Sports Pants Solid color simple casual trousers,97000,198000,4.958333333333333,120,https://sg-test-11.slatic.net/p/72495145c4ee26f0fed208b428e9c5b8.jpg,LIVE GREAT,Pants,https://www.lazada.vn/products/pdp-i2459600403.html
Quần Kaki Nam AROTI Ống Suông Dài - Vải Kaki Đẹp Không Nhăn - Không Nhàu - Thoáng Mát Thiết Kế Lưng Thun Tiện Dụng Q632,79000,160000,5.0,10,https://vn-live-01.slatic.net/p/3c4a292d98d232b401c0192472806fc8.jpg,Men Fashion 2088,Pants,https://www.lazada.vn/products/pdp-i3120429289.html
Quần  Nữ Ngẫu Nhiên Giá Rẻ,7578,70000,4.5504587155963305,109,https://vn-live-01.slatic.net/p/e2f73f67a3a13d87ba65c821b840abbd.jpg,Alomuare,Pants,https://www.lazada.vn/products/pdp-i2090617781.html
"Quần Ống Rộng Nam Nữ Unisex TOUGH MINDED Chất Gió Nhăn, Quần Jogger Cargo Suông Thể Thao Form Rộng Thời Trang Hàn Quốc",167310,220000,4.833333333333333,6,https://vn-live-01.slatic.net/p/ff62d54901db5c7d57227e39e00fe2fa.jpg,Tiny Clothes,Pants,https://www.lazada.vn/products/pdp-i3175453986.html
Summer Ice Silk Loose Straight Leg Pants Men's Casual Quick-Dry Trousers,75000,79000,4.142857142857143,21,https://sg-test-11.slatic.net/p/55969c19d1083f8347f6aa0aeee2418f.png,STAR FRUIT MALL,Pants,https://www.lazada.vn/products/pdp-i3169097460.html
