ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
"High-Quality Genuine Cowhide Men's Wallet with 24-Month Warranty, Soft Leather Wallet with Many Compartments, Vertical and Horizontal Style",70465,150000,4.907407407407407,161,https://vn-live-01.slatic.net/p/06d026df45c022764d434f49ca6e45d7.jpg,H2 WALLET đồ da thật giá trị thật ,Wallets,https://www.lazada.vn/products/pdp-i1991031999.html
"Ví Nam Mini Nhỏ Gọn, Tiện Lợi, Nhiều Ngăn, Da Nappa Cao Cấp Thương Hiệu LEATHER STORE",68807,300000,4.813559322033898,59,https://vn-live-01.slatic.net/p/a2a379045c0580b0a545f4719866f4ed.jpg,Leather Men Store ,Wallets,https://www.lazada.vn/products/pdp-i2355975121.html
"Men's Wallet Made of Genuine Cowhide Leather - Non-Flammable - Cefiro Copper Buckle Pattern, American Western Style Lt776 (Men's Wallet, Vertical-Horizontal Shape)",120205,300000,4.752380952380952,1155,https://vn-live-01.slatic.net/p/3029106d523e5d9b7cd598dab6e1df79.jpg,TABUSTORE,Wallets,https://www.lazada.vn/products/pdp-i1714203676.html
Ví Bóp Nam Ví Khắc Tên Theo Yêu Cầu Độc Quyền Có Khóa Kéo Theo Yc Gói Quà Hộp Nơ Túi Thương Hiệu Leather Store Thiệp Móc Khóa,113573,560000,4.878718535469107,437,https://vn-live-01.slatic.net/p/e75df433fb308554e80e0a72a1e6c200.jpg,Leather Men Store ,Wallets,https://www.lazada.vn/products/pdp-i2056660636.html
"Ví Mini Cho Nữ Hàn Quốc Nhiều Màu – Thiết Kế Khóa Kéo Gọn Nhẹ, Phong Cách Trẻ Trung Dành Cho Mọi Lứa Tuổi",15000,22500,4.961038961038961,1694,https://vn-live-01.slatic.net/p/8e990fb14878568d9613053dc9ca2ed1.jpg,d3odSmYq.Selection,Wallets,https://www.lazada.vn/products/pdp-i2509923097.html
Fuerdanni genuine elegant luxury brand fashion Men leather wallet fd01,51127,107000,4.629106111885328,5023,https://vn-live-01.slatic.net/p/1d28042108e0933edd81bd03cc54d47d.png,MiSu House,Wallets,https://www.lazada.vn/products/pdp-i1123340585.html
"(SÀNH ĐIỆU) Ví nam Baellery D003, ví da nam đẹp, bóp nam, bóp da nam, ví nam cao cấp thời trang, sang trọng, đẳng cấp, phong cách Hàn Quốc, 2 màu nâu và đen - GINKA",49740,120000,4.881625441696113,3395,https://vn-live-01.slatic.net/p/4153de42aa710584fb0883de8a699432.jpg,GinKa ,Wallets,https://www.lazada.vn/products/pdp-i342028306.html
"Wallet male high-end zippered menbense, men's wallet PU leather multiple compartments for money and papers, wallet leather men's luxury minimalist style Korean-shop carry components",75000,138000,5.0,8,https://vn-live-01.slatic.net/p/aa130e4c4765347482951ddbcc369884.jpg,Shop Tiến Linh,Wallets,https://www.lazada.vn/products/pdp-i2211093979.html
"ví nam AD07 bóp nam da bò cao cấp, ví da nam ví ngang thiết kế nhiều ngăn kích thước nhỏ gọn đựng tiền đựng thẻ bảo hành da 6 tháng - Adonis",154466,269000,4.946927374301676,358,https://vn-live-01.slatic.net/p/e0e56cc64f882f7d47da14c6625d1efe.jpg,ADONIS store,Wallets,https://www.lazada.vn/products/pdp-i2406473677.html
wallet for men short Casual carteras Short Wallets PU Leather Male billetera hombre luxury small Zipper coins bag cartera hombr,72184,121000,4.7503949447077405,642,https://my-live-02.slatic.net/p/6dcd610a60fb40bd7eb5430164987c7d.jpg,OU BANG Fashion Creator Store,Wallets,https://www.lazada.vn/products/pdp-i1068602400.html
