ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
"Bonnie Cathy Snow mountain embroidery Japanese versatile medium tube socks ins thick line couple socks, unisex",7000,12000,4.846153846153846,14,https://sg-test-11.slatic.net/p/c8704ff9e3eb583e4a0fb797f6c46db4.png, BONNIE CATHY Shopping Mall,Shoes Accessories,https://www.lazada.vn/products/pdp-i3201294800.html
SeasTina Soft Bottom Not Tired Feet Sports Insole Sweat Absorbing and Deodorant Comfortable Breathable Foot Feeling Insole,10000,20000,4.9,29,https://sg-test-11.slatic.net/p/262df0612f3e2a13629bda0c2c530a9d.jpg,SeasTina MALL,Shoes Accessories,https://www.lazada.vn/products/pdp-i3028852730.html
TDiepf 1 Cặp Da Bò lót cho giày người đàn ông thoải mái khử mùi da thường đế chân chất lượng da chính hãng căn hộ Giày duy nhất,17419,31354,4.981481481481482,54,https://sg-test-11.slatic.net/p/8fc1e12ddd03de33de8e263168c6fedc.jpg,TDiepf  Vietnam,Shoes Accessories,https://www.lazada.vn/products/pdp-i3036176086.html
Hot Sale 1PCS English letters Numbers Series Cute Cartoon Crocs PVC Jibbitz Shoe Charms DIY decorate Slipper Buckle/Button Accessories For boys girls kids Adults Party Versatile Gifts,3000,5000,4.965811965811966,303,https://my-live-01.slatic.net/p/cc421e9b69e4964dc5dc0683c36ae82e.jpg,LJLSTORE,Shoes Accessories,https://www.lazada.vn/products/pdp-i2187747585.html
"Specialized Shoe Glue - Fabric, Leather, and Sports Shoes 60ml with Free Tools",51200,91200,4.835579514824798,371,https://sg-test-11.slatic.net/p/6959f34834bba3d7f871e6e0abf99eb1.jpg,Helen Helenen,Shoes Accessories,https://www.lazada.vn/products/pdp-i2600060619.html
Sujioo2 Reusable Waterproof Rain Shoe Covers Silicone Outdoor Rain Boots Overshoes Walking Shoes Accessories Reusable Shoe Cover 1 Pair,19878,35780,4.954545454545454,22,https://sg-test-11.slatic.net/p/49b74a14f2364a9bde301b0fbaf454ed.jpg,HFTOY Sports Store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2955763017.html
"SeasTina Bamboo charcoal deodorizing insole absorbs sweat, deodorizes and breathable, super soft-soled fragrant leather shoes, spring and autumn insoles are thickened and comfortable.",19000,38000,3.8333333333333335,8,https://sg-test-11.slatic.net/p/f83cd4f7abffa08458b019967cbfeadc.jpg,SeasTina MALL,Shoes Accessories,https://www.lazada.vn/products/pdp-i3040560040.html
Men's Shoe Insoles Made of Soft and Comfortable Rubber Lgn2024C,17640,260000,4.916666666666667,12,https://vn-live-01.slatic.net/p/2e9fea7a04481a58ec010688c203e6fe.png,Hà Nam Giày,Shoes Accessories,https://www.lazada.vn/products/pdp-i1931446915.html
Minsu m2355 original high quality non-slip rubber sports shoes sneakers deodorant breathable antibacterial,30000,78000,4.958172812328013,2104,https://vn-live-01.slatic.net/p/ff5b26ef81fe95ec436c7fa0f4e17733.png,MINSU,Shoes Accessories,https://www.lazada.vn/products/pdp-i2291517101.html
"Miếng lót giày dán gót GOMTAT, đệm dày dặn êm chân, chất liệu cotton khử mùi kháng khuẩn - GOT-MAO-9002",8415,10000,4.963671128107075,523,https://vn-live-01.slatic.net/p/edb00ec886015703a203bbdd33c90b98.jpg,GOMTAT,Shoes Accessories,https://www.lazada.vn/products/pdp-i2394265675.html
5PCS Anti-Fall High-Heeled Shoes Lace Shiny Rhinestone Decorative Belt Anti-Fall and Anti-Slip Adjustable Diamond Shoe Accessories,21300,42500,5.0,39,https://my-live-01.slatic.net/p/32c193b9a59d7b1287c94253455e89ef.jpg,Mingc-Fashion,Shoes Accessories,https://www.lazada.vn/products/pdp-i2666699352.html
"Đón gót giày nhựa ABS bóng, trơn hỗ trợ đeo giày nhanh chóng, nhỏ gọn có thể treo chìa khóa DGG08",13800,30000,4.911290322580645,124,https://vn-live-01.slatic.net/p/0a186896108519c37dbbd4b092ed2c06.jpg,Phụ Kiện Giày Ximo,Shoes Accessories,https://www.lazada.vn/products/pdp-i2477611250.html
Silicone Heel Protectors Stoppers Stiletto Dancing Covers Antislip High Heeler Bridal Wedding Shoes Accessories,8900,15600,4.959595959595959,199,https://sg-test-11.slatic.net/p/f45e3915d704cfa28c9ed6a1873aeaa3.jpg,Trendycollector,Shoes Accessories,https://www.lazada.vn/products/pdp-i2421572942.html
