ten_san_pham,gia_sale,gia_goc,rating,so_review,link_anh,shop,category,url_san_pham
Lót Giày Chân Giày Đệm Khí Hỗ Trợ Vòm Hấp Thụ Sốc cho Giày Thể Thao Đế Chạy Bộ chống sốc Nam Nữ,8000,12000,4.949227373068433,1557,https://vn-live-01.slatic.net/p/99853321d7c99f4f89cafd780aeef501.jpg,807Txb21-2.Selection,Shoes Accessories,https://www.lazada.vn/products/pdp-i2528267084.html
MYLORD Laces 100CM Boot Shoe Accessories Shoestring Leather Shoelaces Cowhide laces Shoe Rope,49000,84000,4.0,1,https://sg-test-11.slatic.net/p/9117bcb01c9df521c21ba12181dc4466.jpg,Mylord,Shoes Accessories,https://www.lazada.vn/products/pdp-i2593808375.html
"Dây Giày Sneaker Buzz-Laces 45"" DG45202301_003SB",30000,40000,5.0,24,https://vn-live-01.slatic.net/p/ee2b6ddae1f22708f7280c04f10bf669.jpg,Sneaker Buzz,Shoes Accessories,https://www.lazada.vn/products/pdp-i2280677980.html
"Miếng lót giày dán gót GOMTAT, đệm dày dặn êm chân, chất liệu cotton khử mùi kháng khuẩn - GOT-MAO-9002",8415,10000,4.963461538461538,520,https://vn-live-01.slatic.net/p/edb00ec886015703a203bbdd33c90b98.jpg,GOMTAT,Shoes Accessories,https://www.lazada.vn/products/pdp-i2394265675.html
Minsu m2355 original high quality non-slip rubber sports shoes sneakers deodorant breathable antibacterial,33000,78000,4.958286985539488,2085,https://vn-live-01.slatic.net/p/ff5b26ef81fe95ec436c7fa0f4e17733.png,MINSU,Shoes Accessories,https://www.lazada.vn/products/pdp-i2291517101.html
"Minsu m5514anti-wide heel shell shoe pad protective pain-proof drop-heel helps to reduce the size of high heel shoes, men and women sneakers",17000,35000,4.9541984732824424,131,https://vn-live-01.slatic.net/p/8ce19c124b88a785925529c5e8dacd85.png,MINSU,Shoes Accessories,https://www.lazada.vn/products/pdp-i2665770517.html
"Dây giày thông minh kim loại nam châm cực kỳ tiện dụng,gọn gàng thời trang, không cần buộc dây",18860,46000,4.909090909090909,43,https://sg-test-11.slatic.net/p/d91e6a143b36a73003ce835629d320e2.jpg,TongKhoHuyenAnh,Shoes Accessories,https://www.lazada.vn/products/pdp-i2633307394.html
Lót giày tăng chiều cao Inichi I1086 cao su non loại tốt,38000,50000,4.666666666666667,33,https://vn-live-01.slatic.net/p/f12c9186b6891571ec585f60b0a0e684.jpg,inichistore,Shoes Accessories,https://www.lazada.vn/products/pdp-i2020402874.html
"Minsu m5510 5D anti-wide heel stickers silicone bead spacer protector, anti-scratch, foot care, wide heel shoes, men and women sneaker Sports",16000,30000,4.913621262458472,301,https://vn-live-01.slatic.net/p/ef25ba356796b3b9bd7b628ff7b4ebb4.png,MINSU,Shoes Accessories,https://www.lazada.vn/products/pdp-i2665786329.html
Breathable Cinnamon Fragrance Men's Leather Shoe Insoles - Pair of Comfortable Shoe Insoles Effectively Eliminate Odors - Kivo Shoe Cleaning Accessories,17000,27000,4.917808219178082,73,https://vn-live-01.slatic.net/p/689a1b5c6fe9d5f83cb24aa36405e5b9.jpg,KIVO,Shoes Accessories,https://www.lazada.vn/products/pdp-i2741846440.html
1Pair Colored Dots Round Shoelaces Elastic Plastic Lock Hiking Sports No Tie Shoelace Adult Children Shoe Accessories Lazy Lace,33000,46000,5.0,73,https://my-live-01.slatic.net/p/7e2df74eb148a0b6d2a26fe97ddc6387.jpg,FanLing store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2024182222.html
NEWTAP Stainless Steel Retractable Shoehorn Plastics Shoe Accessory Lifter Shoes Spoon Practical Long Handle Shoe Horn,27500,39000,4.911764705882353,34,https://sg-test-11.slatic.net/p/2e403b8b76a9547191d878c5d2893b5a.jpg,jasmine 3426,Shoes Accessories,https://www.lazada.vn/products/pdp-i2627622121.html
[TOROPOW] minsu m0601 cute round toe band genuine colorful 120cm round shoelaces for all kinds of sneakers,13000,30000,5.0,64,https://vn-live-01.slatic.net/p/b2afa97a65c11221838a6b5619bf53fd.jpg,TOROPOW - MINSU Premium Store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2027942695.html
Cặp lót giày nam đệm êm chân SUNPOLO SUL01M,89000,99000,4.763440860215054,186,https://vn-live-01.slatic.net/p/8f439acc6bd6f39e3477aacc576d8540.jpg,SUNPOLO,Shoes Accessories,https://www.lazada.vn/products/pdp-i902156424.html
Miếng lót giày hương quế khử mùi hôi MUIDOI L1143,15000,,5.0,6,https://vn-live-01.slatic.net/p/a867f61a7a6a28d946ec562d17f9d68f.jpg,MĐ - LOCAL BRAND,Shoes Accessories,https://www.lazada.vn/products/pdp-i2257004128.html
[TOROPOW] Original men and women flat heel sneakers minsu m0501 high quality 120 & 160cm shoelace Jordan,13000,30000,4.928571428571429,98,https://vn-live-01.slatic.net/p/d159518fae2e459c1ad8babbc0b74e1c.jpg,TOROPOW - MINSU Premium Store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2038418334.html
Cặp lót giày hương quế khử mùi hôi MUIDOI L1152,30000,49000,4.555555555555555,9,https://vn-live-01.slatic.net/p/f3f7bb106a4839c86eef9e0efffb6724.jpg,MĐ - LOCAL BRAND,Shoes Accessories,https://www.lazada.vn/products/pdp-i2272774794.html
"Gold (Gold), Silver (Silver) Shoe Laces + High Quality Accessories - Sports Shoe Laces",50000,,,,https://vn-live-01.slatic.net/p/c4aa38f44e389e81342cda46c4f82a04.jpg,Dây Giày Cao Cấp - HYLUX,Shoes Accessories,https://www.lazada.vn/products/pdp-i3199289740.html
"[TOROPOW]] 4D minsu m5506 women's high heel toe pad sweat absorption, anti-pain toe pad, reduce fat",16000,30000,5.0,9,https://vn-live-01.slatic.net/p/6ec5a35810a9307a416f66b009976b68.jpg,TOROPOW - MINSU Premium Store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2154808053.html
Lót giày tăng chiều cao MĐ L1086 tăng 3cm loại tốt,35000,50000,5.0,5,https://vn-live-01.slatic.net/p/f12c9186b6891571ec585f60b0a0e684.jpg,MĐ - LOCAL BRAND,Shoes Accessories,https://www.lazada.vn/products/pdp-i2083553320.html
[TOROPOW] minsu m2355 original premium non-slip rubber sports shoes liner deodorant breathable anti-bacteria,33000,79000,4.912844036697248,217,https://vn-live-01.slatic.net/p/6c6136fe02924e0488640d30f303b450.jpg,TOROPOW - MINSU Premium Store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2082302010.html
Cặp Sneaker Shield Bảo Vệ Mũi Giày XIMO Chống Nhăn Gãy Nứt CGFG08,15300,35000,4.869047619047619,84,https://vn-live-01.slatic.net/p/9b94250e8fb3c2777c7ba99ee1b299e3.jpg,Phụ Kiện Giày Ximo,Shoes Accessories,https://www.lazada.vn/products/pdp-i1636745837.html
Dây giày họa tiết chính hãng Enter Dragon bản new 2025,18000,36000,1.0,1,https://sg-test-11.slatic.net/p/851656916ed83355704d188a51b3206a.jpg,Enter Dragon,Shoes Accessories,https://www.lazada.vn/products/pdp-i3217046635.html
[TOROPOW] original m0801 shoelace 120cm 3 stripe camouflage round canvas sneakers sport shoes,16000,30000,4.714285714285714,14,https://vn-live-01.slatic.net/p/061bb3d6539e8345616337c309deec80.jpg,TOROPOW - MINSU Premium Store,Shoes Accessories,https://www.lazada.vn/products/pdp-i2038586384.html
Dây giày thể thao sneaker nam nữ nhiều màu bản dẹp Ximo DG01,9000,10000,4.994535519125683,183,https://vn-live-01.slatic.net/p/8db62045699de4a5ab5b59b8955e25e8.png,Phụ Kiện Giày Ximo,Shoes Accessories,https://www.lazada.vn/products/pdp-i2490088284.html
"Miếng độn mũi giày chống rộng Mr.Socks, chất liệu cao su non êm mềm, chống trầy mũi chân, chống gãy mũi giày - PY-2503",7500,9500,5.0,14,https://sg-test-11.slatic.net/p/70ca34d0b78d20cae07122f15a52c9db.jpg,Mr.Socks,Shoes Accessories,https://www.lazada.vn/products/pdp-i2678242967.html
